Library,Free Seats,% Free,Date,Time
IOE Library,37,11.28048780487805,2024-10-21,04:15:07.947625
"Queen Square Institute of Neurology, Queen Square Library",3,10.344827586206897,2024-10-21,04:15:07.947680
The Joint Library of Ophthalmology,4,9.090909090909092,2024-10-21,04:15:07.947640
Science Library,0,0.0,2024-10-21,04:15:07.947722
UCL East Library,0,0.0,2024-10-21,04:15:07.947747
Institute of Archaeology Library,57,98.27586206896551,2024-10-21,05:12:40.008136
"Queen Square Institute of Neurology, Queen Square Library",28,96.55172413793103,2024-10-21,05:12:40.008206
Language & Speech Science Library,54,94.73684210526315,2024-10-21,05:12:40.008178
Graduate Hub (Postgraduate use only),51,92.72727272727272,2024-10-21,05:12:40.008107
Science Library,827,90.0871459694989,2024-10-21,05:12:40.008244
Bartlett Library,62,89.85507246376811,2024-10-21,05:12:40.008071
Cruciform Hub,213,86.23481781376519,2024-10-21,05:12:40.008092
Student Centre,513,79.28902627511592,2024-10-21,05:12:40.008260
SSEES Library,135,76.70454545454545,2024-10-21,05:12:40.008232
School of Pharmacy Library,45,76.27118644067797,2024-10-21,05:12:40.008219
Great Ormond Street Institute of Child Health Library,81,72.32142857142857,2024-10-21,05:12:40.008121
Main Library,413,66.08000000000001,2024-10-21,05:12:40.008192
The Joint Library of Ophthalmology,27,61.36363636363637,2024-10-21,05:12:40.008164
IOE Library,191,58.231707317073166,2024-10-21,05:12:40.008150
UCL East Library,0,0.0,2024-10-21,05:12:40.008274
"Queen Square Institute of Neurology, Queen Square Library",29,100.0,2024-10-21,06:18:22.192210
Bartlett Library,66,95.65217391304348,2024-10-21,06:18:22.192075
School of Pharmacy Library,52,88.13559322033898,2024-10-21,06:18:22.192223
Institute of Archaeology Library,48,82.75862068965517,2024-10-21,06:18:22.192140
Great Ormond Street Institute of Child Health Library,90,80.35714285714286,2024-10-21,06:18:22.192125
Language & Speech Science Library,45,78.94736842105263,2024-10-21,06:18:22.192182
SSEES Library,136,77.27272727272727,2024-10-21,06:18:22.192237
Cruciform Hub,184,74.49392712550608,2024-10-21,06:18:22.192095
Science Library,682,74.29193899782135,2024-10-21,06:18:22.192249
Main Library,461,73.76,2024-10-21,06:18:22.192196
Graduate Hub (Postgraduate use only),39,70.9090909090909,2024-10-21,06:18:22.192110
Student Centre,447,69.08809891808346,2024-10-21,06:18:22.192265
IOE Library,219,66.76829268292683,2024-10-21,06:18:22.192154
The Joint Library of Ophthalmology,28,63.63636363636363,2024-10-21,06:18:22.192168
UCL East Library,0,0.0,2024-10-21,06:18:22.192279
Institute of Archaeology Library,58,100.0,2024-10-21,07:13:01.110958
UCL East Library,150,99.33774834437085,2024-10-21,07:13:01.111095
SSEES Library,169,96.02272727272727,2024-10-21,07:13:01.111057
Bartlett Library,64,92.7536231884058,2024-10-21,07:13:01.110892
Science Library,808,88.01742919389977,2024-10-21,07:13:01.111070
Main Library,521,83.36,2024-10-21,07:13:01.111016
"Queen Square Institute of Neurology, Queen Square Library",24,82.75862068965517,2024-10-21,07:13:01.111030
Great Ormond Street Institute of Child Health Library,89,79.46428571428571,2024-10-21,07:13:01.110943
Student Centre,506,78.20710973724884,2024-10-21,07:13:01.111082
Graduate Hub (Postgraduate use only),41,74.54545454545455,2024-10-21,07:13:01.110928
Language & Speech Science Library,42,73.68421052631578,2024-10-21,07:13:01.111002
Cruciform Hub,172,69.63562753036437,2024-10-21,07:13:01.110912
School of Pharmacy Library,41,69.49152542372882,2024-10-21,07:13:01.111043
IOE Library,227,69.20731707317073,2024-10-21,07:13:01.110973
The Joint Library of Ophthalmology,28,63.63636363636363,2024-10-21,07:13:01.110987
Institute of Archaeology Library,56,96.55172413793103,2024-10-21,08:16:45.686347
UCL East Library,145,96.02649006622516,2024-10-21,08:16:45.686515
Bartlett Library,66,95.65217391304348,2024-10-21,08:16:45.686267
Language & Speech Science Library,54,94.73684210526315,2024-10-21,08:16:45.686391
Science Library,804,87.58169934640523,2024-10-21,08:16:45.686476
SSEES Library,153,86.93181818181817,2024-10-21,08:16:45.686462
Main Library,534,85.44,2024-10-21,08:16:45.686422
Great Ormond Street Institute of Child Health Library,93,83.03571428571429,2024-10-21,08:16:45.686332
Cruciform Hub,197,79.75708502024291,2024-10-21,08:16:45.686288
School of Pharmacy Library,45,76.27118644067797,2024-10-21,08:16:45.686448
"Queen Square Institute of Neurology, Queen Square Library",22,75.86206896551724,2024-10-21,08:16:45.686435
IOE Library,223,67.98780487804879,2024-10-21,08:16:45.686361
The Joint Library of Ophthalmology,29,65.9090909090909,2024-10-21,08:16:45.686375
Student Centre,424,65.53323029366305,2024-10-21,08:16:45.686502
Graduate Hub (Postgraduate use only),36,65.45454545454545,2024-10-21,08:16:45.686305
UCL East Library,134,88.74172185430463,2024-10-21,09:13:52.138099
SSEES Library,149,84.6590909090909,2024-10-21,09:13:52.138061
Bartlett Library,57,82.6086956521739,2024-10-21,09:13:52.137878
Language & Speech Science Library,46,80.7017543859649,2024-10-21,09:13:52.137989
Institute of Archaeology Library,46,79.3103448275862,2024-10-21,09:13:52.137943
"Queen Square Institute of Neurology, Queen Square Library",22,75.86206896551724,2024-10-21,09:13:52.138033
Great Ormond Street Institute of Child Health Library,81,72.32142857142857,2024-10-21,09:13:52.137928
Science Library,663,72.22222222222221,2024-10-21,09:13:52.138074
Main Library,428,68.47999999999999,2024-10-21,09:13:52.138004
The Joint Library of Ophthalmology,28,63.63636363636363,2024-10-21,09:13:52.137972
IOE Library,203,61.890243902439025,2024-10-21,09:13:52.137958
Graduate Hub (Postgraduate use only),34,61.81818181818181,2024-10-21,09:13:52.137914
School of Pharmacy Library,36,61.016949152542374,2024-10-21,09:13:52.138048
Cruciform Hub,137,55.465587044534416,2024-10-21,09:13:52.137899
Student Centre,338,52.24111282843895,2024-10-21,09:13:52.138087
UCL East Library,121,80.13245033112582,2024-10-21,10:13:36.830786
Great Ormond Street Institute of Child Health Library,87,77.67857142857143,2024-10-21,10:13:36.830638
SSEES Library,124,70.45454545454545,2024-10-21,10:13:36.830749
Language & Speech Science Library,40,70.17543859649122,2024-10-21,10:13:36.830695
"Queen Square Institute of Neurology, Queen Square Library",20,68.96551724137932,2024-10-21,10:13:36.830723
Bartlett Library,42,60.86956521739131,2024-10-21,10:13:36.830588
The Joint Library of Ophthalmology,24,54.54545454545454,2024-10-21,10:13:36.830681
Institute of Archaeology Library,31,53.44827586206896,2024-10-21,10:13:36.830653
Science Library,446,48.5838779956427,2024-10-21,10:13:36.830762
Main Library,300,48.0,2024-10-21,10:13:36.830710
Graduate Hub (Postgraduate use only),26,47.27272727272727,2024-10-21,10:13:36.830624
Cruciform Hub,114,46.15384615384615,2024-10-21,10:13:36.830608
IOE Library,143,43.59756097560975,2024-10-21,10:13:36.830667
School of Pharmacy Library,20,33.89830508474576,2024-10-21,10:13:36.830736
Student Centre,190,29.36630602782071,2024-10-21,10:13:36.830774
UCL East Library,116,76.82119205298014,2024-10-21,11:11:02.929567
Great Ormond Street Institute of Child Health Library,75,66.96428571428571,2024-10-21,11:11:02.929415
SSEES Library,112,63.63636363636363,2024-10-21,11:11:02.929529
"Queen Square Institute of Neurology, Queen Square Library",17,58.620689655172406,2024-10-21,11:11:02.929502
The Joint Library of Ophthalmology,24,54.54545454545454,2024-10-21,11:11:02.929460
Language & Speech Science Library,27,47.368421052631575,2024-10-21,11:11:02.929474
Science Library,386,42.0479302832244,2024-10-21,11:11:02.929541
Bartlett Library,29,42.028985507246375,2024-10-21,11:11:02.929364
IOE Library,134,40.853658536585364,2024-10-21,11:11:02.929445
Graduate Hub (Postgraduate use only),22,40.0,2024-10-21,11:11:02.929400
Main Library,248,39.68,2024-10-21,11:11:02.929488
Cruciform Hub,92,37.24696356275304,2024-10-21,11:11:02.929385
Institute of Archaeology Library,20,34.48275862068966,2024-10-21,11:11:02.929430
Student Centre,209,32.30293663060278,2024-10-21,11:11:02.929554
School of Pharmacy Library,16,27.11864406779661,2024-10-21,11:11:02.929515
Great Ormond Street Institute of Child Health Library,75,66.96428571428571,2024-10-21,12:23:18.702744
Language & Speech Science Library,37,64.91228070175438,2024-10-21,12:23:18.702805
UCL East Library,92,60.9271523178808,2024-10-21,12:23:18.702899
The Joint Library of Ophthalmology,26,59.09090909090909,2024-10-21,12:23:18.702792
SSEES Library,96,54.54545454545454,2024-10-21,12:23:18.702862
Cruciform Hub,106,42.91497975708502,2024-10-21,12:23:18.702715
"Queen Square Institute of Neurology, Queen Square Library",11,37.93103448275862,2024-10-21,12:23:18.702834
Science Library,321,34.967320261437905,2024-10-21,12:23:18.702875
Main Library,193,30.880000000000003,2024-10-21,12:23:18.702820
Student Centre,189,29.21174652241113,2024-10-21,12:23:18.702887
Bartlett Library,18,26.08695652173913,2024-10-21,12:23:18.702695
IOE Library,81,24.695121951219512,2024-10-21,12:23:18.702778
Institute of Archaeology Library,13,22.413793103448278,2024-10-21,12:23:18.702763
Graduate Hub (Postgraduate use only),11,20.0,2024-10-21,12:23:18.702730
School of Pharmacy Library,11,18.64406779661017,2024-10-21,12:23:18.702847
UCL East Library,100,66.22516556291392,2024-10-21,13:21:48.435469
The Joint Library of Ophthalmology,28,63.63636363636363,2024-10-21,13:21:48.435356
"Queen Square Institute of Neurology, Queen Square Library",18,62.06896551724138,2024-10-21,13:21:48.435402
Language & Speech Science Library,35,61.40350877192983,2024-10-21,13:21:48.435370
Great Ormond Street Institute of Child Health Library,61,54.46428571428571,2024-10-21,13:21:48.435311
SSEES Library,63,35.79545454545455,2024-10-21,13:21:48.435428
Graduate Hub (Postgraduate use only),18,32.72727272727273,2024-10-21,13:21:48.435297
Main Library,174,27.839999999999996,2024-10-21,13:21:48.435388
Science Library,244,26.57952069716776,2024-10-21,13:21:48.435441
School of Pharmacy Library,15,25.423728813559322,2024-10-21,13:21:48.435415
Student Centre,164,25.347758887171562,2024-10-21,13:21:48.435456
Institute of Archaeology Library,12,20.689655172413794,2024-10-21,13:21:48.435327
Cruciform Hub,49,19.838056680161944,2024-10-21,13:21:48.435282
IOE Library,60,18.29268292682927,2024-10-21,13:21:48.435341
Bartlett Library,12,17.391304347826086,2024-10-21,13:21:48.435261
Language & Speech Science Library,37,64.91228070175438,2024-10-21,14:11:43.222691
The Joint Library of Ophthalmology,28,63.63636363636363,2024-10-21,14:11:43.222677
UCL East Library,86,56.95364238410596,2024-10-21,14:11:43.222783
"Queen Square Institute of Neurology, Queen Square Library",15,51.724137931034484,2024-10-21,14:11:43.222719
Great Ormond Street Institute of Child Health Library,53,47.32142857142857,2024-10-21,14:11:43.222634
SSEES Library,61,34.659090909090914,2024-10-21,14:11:43.222746
Science Library,299,32.570806100217865,2024-10-21,14:11:43.222758
Student Centre,200,30.911901081916536,2024-10-21,14:11:43.222771
Cruciform Hub,75,30.364372469635626,2024-10-21,14:11:43.222605
Graduate Hub (Postgraduate use only),16,29.09090909090909,2024-10-21,14:11:43.222620
Institute of Archaeology Library,16,27.586206896551722,2024-10-21,14:11:43.222649
Bartlett Library,18,26.08695652173913,2024-10-21,14:11:43.222584
Main Library,162,25.919999999999998,2024-10-21,14:11:43.222706
School of Pharmacy Library,15,25.423728813559322,2024-10-21,14:11:43.222732
IOE Library,59,17.98780487804878,2024-10-21,14:11:43.222664
Great Ormond Street Institute of Child Health Library,77,68.75,2024-10-21,15:13:15.110833
The Joint Library of Ophthalmology,27,61.36363636363637,2024-10-21,15:13:15.110876
UCL East Library,89,58.94039735099338,2024-10-21,15:13:15.110985
Language & Speech Science Library,31,54.385964912280706,2024-10-21,15:13:15.110890
"Queen Square Institute of Neurology, Queen Square Library",15,51.724137931034484,2024-10-21,15:13:15.110918
SSEES Library,83,47.159090909090914,2024-10-21,15:13:15.110944
Cruciform Hub,89,36.032388663967616,2024-10-21,15:13:15.110804
Bartlett Library,20,28.985507246376812,2024-10-21,15:13:15.110783
Main Library,172,27.52,2024-10-21,15:13:15.110904
Graduate Hub (Postgraduate use only),15,27.27272727272727,2024-10-21,15:13:15.110819
School of Pharmacy Library,16,27.11864406779661,2024-10-21,15:13:15.110931
Student Centre,172,26.584234930448225,2024-10-21,15:13:15.110972
Science Library,240,26.143790849673206,2024-10-21,15:13:15.110957
Institute of Archaeology Library,11,18.96551724137931,2024-10-21,15:13:15.110848
IOE Library,61,18.597560975609756,2024-10-21,15:13:15.110862
Language & Speech Science Library,43,75.43859649122807,2024-10-21,16:14:24.161983
Great Ormond Street Institute of Child Health Library,76,67.85714285714286,2024-10-21,16:14:24.161927
The Joint Library of Ophthalmology,26,59.09090909090909,2024-10-21,16:14:24.161969
UCL East Library,89,58.94039735099338,2024-10-21,16:14:24.162076
SSEES Library,94,53.40909090909091,2024-10-21,16:14:24.162037
"Queen Square Institute of Neurology, Queen Square Library",12,41.37931034482759,2024-10-21,16:14:24.162010
Bartlett Library,26,37.68115942028986,2024-10-21,16:14:24.161876
Science Library,286,31.154684095860567,2024-10-21,16:14:24.162049
Cruciform Hub,72,29.1497975708502,2024-10-21,16:14:24.161897
Student Centre,187,28.90262751159196,2024-10-21,16:14:24.162064
Institute of Archaeology Library,16,27.586206896551722,2024-10-21,16:14:24.161941
Main Library,172,27.52,2024-10-21,16:14:24.161997
School of Pharmacy Library,13,22.033898305084744,2024-10-21,16:14:24.162024
IOE Library,70,21.341463414634145,2024-10-21,16:14:24.161955
Graduate Hub (Postgraduate use only),10,18.181818181818183,2024-10-21,16:14:24.161913
"Queen Square Institute of Neurology, Queen Square Library",20,68.96551724137932,2024-10-21,17:11:09.935116
Language & Speech Science Library,39,68.42105263157895,2024-10-21,17:11:09.935087
Great Ormond Street Institute of Child Health Library,74,66.07142857142857,2024-10-21,17:11:09.935035
SSEES Library,111,63.06818181818182,2024-10-21,17:11:09.935146
UCL East Library,94,62.251655629139066,2024-10-21,17:11:09.935184
Graduate Hub (Postgraduate use only),27,49.09090909090909,2024-10-21,17:11:09.935020
Institute of Archaeology Library,24,41.37931034482759,2024-10-21,17:11:09.935050
Cruciform Hub,102,41.29554655870445,2024-10-21,17:11:09.935004
Science Library,346,37.690631808278866,2024-10-21,17:11:09.935159
Main Library,227,36.32,2024-10-21,17:11:09.935101
IOE Library,113,34.45121951219512,2024-10-21,17:11:09.935065
Bartlett Library,23,33.33333333333333,2024-10-21,17:11:09.934983
School of Pharmacy Library,17,28.8135593220339,2024-10-21,17:11:09.935129
Student Centre,183,28.284389489953632,2024-10-21,17:11:09.935171
The Joint Library of Ophthalmology,-1,-1.0,2024-10-21,17:11:09.935073
"Queen Square Institute of Neurology, Queen Square Library",24,82.75862068965517,2024-10-21,18:16:29.361339
Institute of Archaeology Library,47,81.03448275862068,2024-10-21,18:16:29.361271
SSEES Library,135,76.70454545454545,2024-10-21,18:16:29.361366
UCL East Library,114,75.49668874172185,2024-10-21,18:16:29.361404
School of Pharmacy Library,43,72.88135593220339,2024-10-21,18:16:29.361353
Language & Speech Science Library,39,68.42105263157895,2024-10-21,18:16:29.361307
Bartlett Library,44,63.76811594202898,2024-10-21,18:16:29.361213
Science Library,516,56.209150326797385,2024-10-21,18:16:29.361379
Cruciform Hub,132,53.441295546558706,2024-10-21,18:16:29.361233
Main Library,313,50.080000000000005,2024-10-21,18:16:29.361321
IOE Library,160,48.78048780487805,2024-10-21,18:16:29.361286
Graduate Hub (Postgraduate use only),26,47.27272727272727,2024-10-21,18:16:29.361248
Student Centre,197,30.44822256568779,2024-10-21,18:16:29.361392
The Joint Library of Ophthalmology,-1,-1.0,2024-10-21,18:16:29.361293
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-21,18:16:29.361256
SSEES Library,150,85.22727272727273,2024-10-21,19:09:39.159551
Bartlett Library,57,82.6086956521739,2024-10-21,19:09:39.159401
Institute of Archaeology Library,47,81.03448275862068,2024-10-21,19:09:39.159461
UCL East Library,122,80.79470198675497,2024-10-21,19:09:39.159589
Language & Speech Science Library,44,77.19298245614034,2024-10-21,19:09:39.159501
School of Pharmacy Library,45,76.27118644067797,2024-10-21,19:09:39.159537
Cruciform Hub,175,70.8502024291498,2024-10-21,19:09:39.159422
Science Library,628,68.40958605664488,2024-10-21,19:09:39.159564
Main Library,405,64.8,2024-10-21,19:09:39.159515
Graduate Hub (Postgraduate use only),31,56.36363636363636,2024-10-21,19:09:39.159438
IOE Library,183,55.79268292682927,2024-10-21,19:09:39.159475
Student Centre,247,38.17619783616693,2024-10-21,19:09:39.159577
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-21,19:09:39.159446
The Joint Library of Ophthalmology,-1,-1.0,2024-10-21,19:09:39.159483
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-21,19:09:39.159523
SSEES Library,166,94.31818181818183,2024-10-21,20:13:03.288836
UCL East Library,138,91.3907284768212,2024-10-21,20:13:03.288876
Graduate Hub (Postgraduate use only),50,90.9090909090909,2024-10-21,20:13:03.288730
Institute of Archaeology Library,49,84.48275862068965,2024-10-21,20:13:03.288753
Cruciform Hub,198,80.16194331983806,2024-10-21,20:13:03.288713
Science Library,722,78.64923747276688,2024-10-21,20:13:03.288850
School of Pharmacy Library,44,74.57627118644068,2024-10-21,20:13:03.288821
Main Library,428,68.47999999999999,2024-10-21,20:13:03.288799
IOE Library,203,61.890243902439025,2024-10-21,20:13:03.288768
Student Centre,282,43.585780525502315,2024-10-21,20:13:03.288863
Bartlett Library,-1,-1.0,2024-10-21,20:13:03.288691
The Joint Library of Ophthalmology,-1,-1.0,2024-10-21,20:13:03.288776
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-21,20:13:03.288738
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-21,20:13:03.288807
Language & Speech Science Library,-1,-1.0,2024-10-21,20:13:03.288784
UCL East Library,150,99.33774834437085,2024-10-21,21:11:15.438663
Graduate Hub (Postgraduate use only),53,96.36363636363636,2024-10-21,21:11:15.438532
Science Library,778,84.74945533769062,2024-10-21,21:11:15.438634
Main Library,505,80.80000000000001,2024-10-21,21:11:15.438586
School of Pharmacy Library,42,71.1864406779661,2024-10-21,21:11:15.438609
Student Centre,345,53.32302936630603,2024-10-21,21:11:15.438649
Bartlett Library,-1,-1.0,2024-10-21,21:11:15.438501
The Joint Library of Ophthalmology,-1,-1.0,2024-10-21,21:11:15.438563
IOE Library,-1,-1.0,2024-10-21,21:11:15.438556
Institute of Archaeology Library,-1,-1.0,2024-10-21,21:11:15.438548
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-21,21:11:15.438541
Cruciform Hub,-1,-1.0,2024-10-21,21:11:15.438513
Language & Speech Science Library,-1,-1.0,2024-10-21,21:11:15.438571
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-21,21:11:15.438594
SSEES Library,-1,-1.0,2024-10-21,21:11:15.438616
UCL East Library,150,99.33774834437085,2024-10-21,22:11:20.448160
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-21,22:11:20.448032
Science Library,821,89.43355119825708,2024-10-21,22:11:20.448131
Main Library,527,84.32,2024-10-21,22:11:20.448092
Student Centre,382,59.04173106646059,2024-10-21,22:11:20.448145
Bartlett Library,-1,-1.0,2024-10-21,22:11:20.448000
Cruciform Hub,-1,-1.0,2024-10-21,22:11:20.448013
The Joint Library of Ophthalmology,-1,-1.0,2024-10-21,22:11:20.448063
IOE Library,-1,-1.0,2024-10-21,22:11:20.448055
Institute of Archaeology Library,-1,-1.0,2024-10-21,22:11:20.448048
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-21,22:11:20.448040
School of Pharmacy Library,-1,-1.0,2024-10-21,22:11:20.448108
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-21,22:11:20.448100
Language & Speech Science Library,-1,-1.0,2024-10-21,22:11:20.448071
SSEES Library,-1,-1.0,2024-10-21,22:11:20.448116
UCL East Library,150,99.33774834437085,2024-10-21,23:11:34.802545
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-21,23:11:34.802427
Science Library,837,91.17647058823529,2024-10-21,23:11:34.802517
Main Library,548,87.68,2024-10-21,23:11:34.802480
Student Centre,484,74.80680061823803,2024-10-21,23:11:34.802531
Bartlett Library,-1,-1.0,2024-10-21,23:11:34.802396
Cruciform Hub,-1,-1.0,2024-10-21,23:11:34.802408
The Joint Library of Ophthalmology,-1,-1.0,2024-10-21,23:11:34.802457
IOE Library,-1,-1.0,2024-10-21,23:11:34.802450
Institute of Archaeology Library,-1,-1.0,2024-10-21,23:11:34.802442
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-21,23:11:34.802435
School of Pharmacy Library,-1,-1.0,2024-10-21,23:11:34.802495
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-21,23:11:34.802487
Language & Speech Science Library,-1,-1.0,2024-10-21,23:11:34.802465
SSEES Library,-1,-1.0,2024-10-21,23:11:34.802503
"Queen Square Institute of Neurology, Queen Square Library",29,100.0,2024-10-22,00:57:39.310883
Institute of Archaeology Library,57,98.27586206896551,2024-10-22,00:57:39.310806
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-22,00:57:39.310778
SSEES Library,170,96.5909090909091,2024-10-22,00:57:39.310909
Language & Speech Science Library,55,96.49122807017544,2024-10-22,00:57:39.310852
Science Library,873,95.09803921568627,2024-10-22,00:57:39.310922
UCL East Library,142,94.03973509933775,2024-10-22,00:57:39.310946
Main Library,582,93.12,2024-10-22,00:57:39.310869
Bartlett Library,64,92.7536231884058,2024-10-22,00:57:39.310743
School of Pharmacy Library,51,86.4406779661017,2024-10-22,00:57:39.310896
Student Centre,556,85.93508500772798,2024-10-22,00:57:39.310934
Great Ormond Street Institute of Child Health Library,88,78.57142857142857,2024-10-22,00:57:39.310792
Cruciform Hub,192,77.7327935222672,2024-10-22,00:57:39.310762
IOE Library,230,70.1219512195122,2024-10-22,00:57:39.310821
The Joint Library of Ophthalmology,27,61.36363636363637,2024-10-22,00:57:39.310835
"Queen Square Institute of Neurology, Queen Square Library",29,100.0,2024-10-22,02:17:47.278835
UCL East Library,150,99.33774834437085,2024-10-22,02:17:47.278908
Institute of Archaeology Library,57,98.27586206896551,2024-10-22,02:17:47.278715
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-22,02:17:47.278676
SSEES Library,170,96.5909090909091,2024-10-22,02:17:47.278865
Language & Speech Science Library,55,96.49122807017544,2024-10-22,02:17:47.278791
Science Library,876,95.42483660130719,2024-10-22,02:17:47.278878
Main Library,584,93.44,2024-10-22,02:17:47.278817
Bartlett Library,64,92.7536231884058,2024-10-22,02:17:47.278622
School of Pharmacy Library,53,89.83050847457628,2024-10-22,02:17:47.278852
Great Ormond Street Institute of Child Health Library,100,89.28571428571429,2024-10-22,02:17:47.278690
Student Centre,555,85.7805255023184,2024-10-22,02:17:47.278893
Cruciform Hub,209,84.61538461538461,2024-10-22,02:17:47.278658
IOE Library,210,64.02439024390245,2024-10-22,02:17:47.278741
The Joint Library of Ophthalmology,26,59.09090909090909,2024-10-22,02:17:47.278766
"Queen Square Institute of Neurology, Queen Square Library",29,100.0,2024-10-22,03:18:41.349200
UCL East Library,150,99.33774834437085,2024-10-22,03:18:41.349265
Institute of Archaeology Library,57,98.27586206896551,2024-10-22,03:18:41.349129
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-22,03:18:41.349099
SSEES Library,171,97.1590909090909,2024-10-22,03:18:41.349226
Language & Speech Science Library,55,96.49122807017544,2024-10-22,03:18:41.349171
Science Library,874,95.20697167755992,2024-10-22,03:18:41.349239
Bartlett Library,64,92.7536231884058,2024-10-22,03:18:41.349064
Main Library,572,91.52,2024-10-22,03:18:41.349186
Student Centre,582,89.95363214837712,2024-10-22,03:18:41.349252
School of Pharmacy Library,52,88.13559322033898,2024-10-22,03:18:41.349213
Cruciform Hub,216,87.4493927125506,2024-10-22,03:18:41.349084
Great Ormond Street Institute of Child Health Library,88,78.57142857142857,2024-10-22,03:18:41.349114
IOE Library,207,63.109756097560975,2024-10-22,03:18:41.349143
The Joint Library of Ophthalmology,27,61.36363636363637,2024-10-22,03:18:41.349157
"Queen Square Institute of Neurology, Queen Square Library",29,100.0,2024-10-22,04:15:33.241298
UCL East Library,150,99.33774834437085,2024-10-22,04:15:33.241363
Institute of Archaeology Library,57,98.27586206896551,2024-10-22,04:15:33.241221
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-22,04:15:33.241192
Language & Speech Science Library,55,96.49122807017544,2024-10-22,04:15:33.241263
Science Library,876,95.42483660130719,2024-10-22,04:15:33.241337
SSEES Library,167,94.88636363636364,2024-10-22,04:15:33.241324
Bartlett Library,65,94.20289855072464,2024-10-22,04:15:33.241155
Main Library,582,93.12,2024-10-22,04:15:33.241283
School of Pharmacy Library,53,89.83050847457628,2024-10-22,04:15:33.241311
Student Centre,570,88.09891808346212,2024-10-22,04:15:33.241350
Cruciform Hub,215,87.04453441295547,2024-10-22,04:15:33.241176
Great Ormond Street Institute of Child Health Library,85,75.89285714285714,2024-10-22,04:15:33.241206
IOE Library,209,63.71951219512195,2024-10-22,04:15:33.241235
The Joint Library of Ophthalmology,27,61.36363636363637,2024-10-22,04:15:33.241250
"Queen Square Institute of Neurology, Queen Square Library",29,100.0,2024-10-22,05:12:29.167832
UCL East Library,150,99.33774834437085,2024-10-22,05:12:29.167900
Institute of Archaeology Library,57,98.27586206896551,2024-10-22,05:12:29.167762
Graduate Hub (Postgraduate use only),54,98.18181818181819,2024-10-22,05:12:29.167733
Language & Speech Science Library,55,96.49122807017544,2024-10-22,05:12:29.167804
Bartlett Library,64,92.7536231884058,2024-10-22,05:12:29.167697
School of Pharmacy Library,53,89.83050847457628,2024-10-22,05:12:29.167845
Cruciform Hub,212,85.82995951417004,2024-10-22,05:12:29.167717
Student Centre,552,85.31684698608964,2024-10-22,05:12:29.167883
SSEES Library,148,84.0909090909091,2024-10-22,05:12:29.167858
Science Library,739,80.50108932461873,2024-10-22,05:12:29.167871
Great Ormond Street Institute of Child Health Library,89,79.46428571428571,2024-10-22,05:12:29.167747
Main Library,489,78.24,2024-10-22,05:12:29.167818
IOE Library,219,66.76829268292683,2024-10-22,05:12:29.167776
The Joint Library of Ophthalmology,27,61.36363636363637,2024-10-22,05:12:29.167790
"Queen Square Institute of Neurology, Queen Square Library",29,100.0,2024-10-22,06:17:29.869405
UCL East Library,150,99.33774834437085,2024-10-22,06:17:29.869469
SSEES Library,167,94.88636363636364,2024-10-22,06:17:29.869431
Graduate Hub (Postgraduate use only),52,94.54545454545455,2024-10-22,06:17:29.869302
Bartlett Library,65,94.20289855072464,2024-10-22,06:17:29.869265
School of Pharmacy Library,53,89.83050847457628,2024-10-22,06:17:29.869418
Science Library,803,87.4727668845316,2024-10-22,06:17:29.869444
Main Library,537,85.92,2024-10-22,06:17:29.869391
Cruciform Hub,212,85.82995951417004,2024-10-22,06:17:29.869286
Institute of Archaeology Library,49,84.48275862068965,2024-10-22,06:17:29.869331
Language & Speech Science Library,48,84.21052631578947,2024-10-22,06:17:29.869373
Great Ormond Street Institute of Child Health Library,91,81.25,2024-10-22,06:17:29.869316
Student Centre,497,76.8160741885626,2024-10-22,06:17:29.869456
IOE Library,236,71.95121951219512,2024-10-22,06:17:29.869345
The Joint Library of Ophthalmology,28,63.63636363636363,2024-10-22,06:17:29.869359
"Queen Square Institute of Neurology, Queen Square Library",29,100.0,2024-10-22,07:13:18.089749
UCL East Library,150,99.33774834437085,2024-10-22,07:13:18.089817
Institute of Archaeology Library,56,96.55172413793103,2024-10-22,07:13:18.089679
Language & Speech Science Library,54,94.73684210526315,2024-10-22,07:13:18.089721
Bartlett Library,63,91.30434782608695,2024-10-22,07:13:18.089614
Science Library,821,89.43355119825708,2024-10-22,07:13:18.089791
